Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
283627317761,Atlanta Mission,Atlanta Mission,≤100
208876186220,Great Transition Initiative,"TELLUS INSTITUTE, INC.",≤100
197461723779499,"Vasquez Law Firm, PLLC",William Junior Vasquez,≤100
569019729864578,Year Up Arizona,These ads ran without a disclaimer,≤100
103209404384974,Nick Micheli for Sutter County Supervisor,Nick Micheli for Supervisor 2020,≤100
168160370407059,Antoine Marshall for NC House,Committee to Elect Antoine G. Marshall,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,≤100
105036184333498,Vote For Fred Whiteman,Fred Dewitt Whiteman Jr,≤100
151355065567784,James P Bradley for Congress CA District 33,JAMES P BRADLEY FOR US CONGRESS,≤100
111539973572551,Megan Kathleen Mulay for Judge,Friends of Megan Kathleen Mulay,≤100
103694394547654,Trump 2020 Bracelets,Stephen Walker Brown,≤100
109384680446893,No Plastic Waste,These ads ran without a disclaimer,≤100
107098254062936,"Judge Dimple Malhotra, County Court at Law 4",Dimple Malhotra,≤100
528301980644595,Vote David Moore 2020,David Moore for Marion County Property Appraiser,≤100
1633277453612966,Jacob Aki for City Council,Friends of Jacob Aki,≤100
7976226799,The Daily Show,Comedy Central,≤100
1155722127781939,USA Financial & Tax Services,"USA Financial & Tax Services, LLC.",≤100
607030469811652,Prado for Bexar County Precinct 2 Constable,Edward Prado for Constable,≤100
268455716958888,Maurahealey.exposed,Maura Healey Exposed,≤100
121744079222155,Oregonians for Clean Air,Oregonians for Clean Air,≤100
1077002565663448,Shale Energy Alliance,Brittany N Ramos,≤100
48055261040,The Wilbur,Shawn Michael Robidoux,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
108934360555654,Way off the Record podcast,These ads ran without a disclaimer,≤100
154643041146,ANCA Western Region,Armenian National Committee of America - Western Region,≤100
881870408569211,Pettis County Eastern Commissioner Israel Baeza,Israel Baeza,≤100
120372738138649,LG&E and KU,LG&E and KU,≤100
10461186460,Ben & Jerry's,"BEN & JERRY'S HOMEMADE, INC.",≤100
29874840900,Ty Cratic for State Representative,Friends of Ty Cratic,≤100
112703943521684,Educators for Measure A,RCCD Faculty Association PAC,≤100
394342364007921,Brandt Smith for Arkansas State Representative District 58,Re-elect Brandt Smith for State Representative,≤100
107204507421503,Jeff Bryant for Highway Supervisor,Jeff Bryant 4 Highway Supervisor,≤100
337796227997,Prosperity Candle,PROSPERITY CANDLE L3C,≤100
51227251615,Maryland Health Care for All!,"Maryland Citizens' Health Initiative Education Fund, Inc.",≤100
435173283696826,Dianna Liebnitzky for Florida HD-42,Dianna Lynn Liebnitzky,≤100
421826528171124,Jenny Wilson,"SALT LAKE, COUNTY OF",≤100
1528582864058061,Missouri Century Foundation,Missouri Century Foundation,≤100
110398490470951,Stephen Musselman  Progressive for Howard County Circuit Court Judge,Stephen Joseph Musselman,≤100
180212755483311,Black Lives Matter,Black Lives Matter Global Network Foundation,≤100
103131054573692,Crawfordology,Crawfordology,≤100
132492416823191,Lutheran Social Services of Central Ohio,Lutheran Social Services of Central Ohio,≤100
2323471027903589,Bridging Minds,Bridging Minds,≤100
28896772146,San Diego Zoo,ZOOLOGICAL SOCIETY OF SAN DIEGO,≤100
153204951924328,Peter Volosin,Vote Volosin,≤100
22877548156,Earth Day Network,EARTH DAY NETWORK INC,≤100
748851012240074,Mark Daily For District 9,Mark Steven Daily,≤100
115132053208625,Muskegon Sun,Metric Media LLC,≤100
42224809904,Pacific Oaks College,TCS Education System,≤100
110819331108,Conservation Federation of Missouri,These ads ran without a disclaimer,≤100
109357420563682,Chris Taylor for Judge,Chris Taylor for Judge,≤100
100366011477595,YES on E for Jurupa Students,"Citizens for Jurupa Students - YES on Measure E, FPPC# 1423372",≤100
101282938076173,Vote Bob Hoglan for Revenue Commissioner,Robert Hoglan,≤100
101372334677493,Dancer Rights,Kristensen LLP,≤100
100880874670508,Mason for Minnesota,John Wesley Leonard Mason,≤100
106871730797682,Supporters of Attorney Brenée Orozco for District Court Judge,Brenée W. Orozco,≤100
107870514095323,For a Better Ventura County,For a Better Ventura County,≤100
197179660936164,"Bill Carlson, Tampa City Council Member, District 4",Bill Carlson,≤100
102351261184078,Sheila DeCiccio for Winter Park City Commission,Laurie Boone Wack,≤100
1397799040234106,OpinionUP,OpinionUP LLC,≤100
109193420570093,Mark McBrayer for District Judge Campaign,Mark McBrayer for District Judge,≤100
2157122777703757,Cindy Gustafson,Cindy Gustafson for Placer County Supervisor District 5,≤100
613939699097647,Vicente Peña promotor,These ads ran without a disclaimer,≤100
121887149204494,Lanny Bose for Texas House District 134,Committee to Elect Lanny Bose,≤100
450924675170,The Women's Fund Miami,"WOMEN'S FUND OF MIAMI-DADE, INC.",≤100
100561310042809,Reilly Center for Media & Public Affairs,These ads ran without a disclaimer,≤100
113051076740752,David Willingham for Cobb County State Court,Friends of Willingham for Cobb State Court,≤100
120316784646529,Delegate Matt Morgan,Citizens for Matt Morgan,≤100
102263111314148,Devin Wright for DSCC & DPEC,Devin James Wright,≤100
525171637666780,Sandy Piña California Delegate,RCR,≤100
106326450917687,YES on Measure US-Great Sulphur Springs Schools for All of Us,"Yes on Measure US for Academic Excellence, New Classrooms, and Improved School Safety",≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
129887313695293,"Transportation Trades Department, AFL-CIO","Transportation Trades Department, AFL-CIO",≤100
1963834227223718,Britt Raybould for Idaho,Britt Raybould for Idaho,≤100
565092390311856,Magnetek Rotation,Mohagani Adamu Magnetek,≤100
1342596452479696,Rep. Tom O'Halleran,Office of Congressman Tom O'Halleran,≤100
508433235840691,Minnesota Bio-Fuels Association,"The Minnesota Bio-Fuels Association, Inc",≤100
364715208424,Guest House of Milwaukee,Guest House of Milwaukee,≤100
111270996912143,"Mickey Bohn for District Court Judge, Dept. 24",Mickey Bohn for Judge,≤100
221676957953311,The Missouri Plan,The Missouri Bar,≤100
132081383503163,Autodesk,Autodesk,≤100
102352138008019,Vote RJ May,RJ May for State House,≤100
478826639159242,Jackie Smith for Assembly 2020,Jackie Smith for Assembly 2020,≤100
107859877253013,Hoby for Constable Pct 4,Hoby for Constable Pct 4,≤100
117632602976014,Re-Elect Judge Crowson,Landon Paul Ditto,≤100
101402821266664,Simon Dwyer for Archer County Sheriff,Simon Dwyer for Archer County Sheriff,≤100
60535824658,All Pro Dad,Florida Coalition Against Domestic Violence,≤100
108003837341606,Savala For Twin Rivers School Board 2020,Daniel Monolette Savala,≤100
617323772010662,Tre Productions,Floyd Allen Holland,≤100
105798656188643,Mark Welch for State Representative 52nd District,Friends Of Mark Welch,≤100
406456986070332,Matt Gaetz,Friends of Matt Gaetz,≤100
169938189569,Best Buddies Challenge,"BEST BUDDIES INTERNATIONAL, INC.",≤100
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,≤100
1095909547262162,"Law Office of Frank Bruno, Jr.","Law Office of Frank Bruno, Jr.",≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
201031876608118,Communications Workers of America - Next Generation,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100
703583403182807,David Perry for NC House,Committee to Elect David A. Perry,≤100
105354227604934,Shannon Bruce for Mayor,Shannon Bruce For Mayor Committee,≤100
376868783115532,"Chris Ward for State Assembly, 78th Dist",CHRIS WARD FOR ASSEMBLY 2020,≤100
110673367068257,Schwab for Senate,John Burdette Schwab,≤100
188863534474601,Americans for Prosperity - Tennessee,AMERICANS FOR PROSPERITY,≤100
110647937109083,Vote Rheunte E. Benson General Sessions Clerk 2020,Rheunte Eshun Benson,≤100
113367106943,Jennifer Bertino-Tarrant,Committee to Elect Jennifer Bertino-Tarrant,≤100
604468399661061,Daniel P. Troy: A Voice Of Reason,Daniel Patrick Troy,≤100
57259033959,AARP,AARP,≤100
970276996399686,Elect Jevin Jensen,Committee to Elect Jevin Jensen,≤100
2859312157419346,Jennifer Love Tang for Monterey Park City Council,Jennifer Love Tang for Monterey Park City Council,≤100
7263476274,Mercy Corps,Mercy Corps,≤100
108615842526079,The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,≤100
83290028957,Care Net,CARE NET,≤100
7860876103,Joe Biden,BIDEN FOR PRESIDENT,≤100
102778127977909,Josh Weatherly,Joshua Evart Weatherly,≤100
174294920082778,Davis for NC House,Citizens for Joey Davis,≤100
109439487300898,Thales Academy Franklin,Rachael Ferrell Bradley,≤100
202281636466702,Unseen,Unseen,≤100
2197543200459333,One Country Project,One Country Inc,≤100
102542207770711,Tad Brenner for Judge,James R Gough,≤100
443329669123990,USAFacts,These ads ran without a disclaimer,≤100
1827957754110764,Granny Rocks: The Music & Message of Beth Green,The Stream dba Granny Rocks: The Music & Message of Beth Green,≤100
915445032137036,Amanda Makki for Congress,AMANDA MAKKI FOR CONGRESS,≤100
910297582349535,Cory Briggs for City Attorney,Cory Briggs for City Attorney 2020,322
112130347005462,Siderakis For NYS Senate 2nd District,Friends of Mike Siderakis,≤100
11911627997,Pancreatic Cancer Action Network,"PANCREATIC CANCER ACTION NETWORK, INC.",≤100
218783625458621,Our Local Power,Oklahoma Municipal Power Authority,≤100
107456337298363,desertassassins,These ads ran without a disclaimer,≤100
481807565214969,Palmetto Promise Institute,Palmetto Promise Institute,≤100
1686940458244691,West Covina Proud,Proud Digital Media,≤100
290954545137683,Janus,Korey Ann Moser Wilson,≤100
303060840551495,Congressman Steve Watkins,official funds authorized by the U.S. House of Representatives,≤100
460844281074800,Tiny Trump,Eric D Corriel,≤100
100354821528293,Ramire Valerio 2020,These ads ran without a disclaimer,≤100
102113831157491,Mike Lansing for School Board 2020,Mike Lansing for School Board 2020,≤100
692794564182155,Michigan Retirement Center,These ads ran without a disclaimer,≤100
103497244521108,"Pass Measures D & E, Trinity Life Support CSD",These ads ran without a disclaimer,≤100
674755692579845,Bartow Discussions,Darla Faye Williams,≤100
1774252842691645,Lincoln Land Wind,Lincoln Land Wind,≤100
104183524335594,Peter Gallotta,Peter Gallotta for San Francisco Democratic County Central Committee 2020,≤100
100944894762010,Being Trump,BMC Productions,≤100
1334691340028339,Hartigan for Judge,Committee To Elect Russ Hartigan Judge,≤100
100571791392456,The sane democrat,Sane Democrat,≤100
118737467661,New York State Department of Labor,New York State Department of Labor,≤100
1994284730901901,Angel Barajas,Angel Barajas for Yolo County Supervisor 2020,≤100
100147314821365,Ruben Falcon Republican for State Representative,Ruben Vazquez Falcon,≤100
137662367278,League of Women Voters of the U.S.,LEAGUE OF WOMEN VOTERS OF THE UNITED STATES,≤100
111942100193285,Byhalia Pipeline,Byhalia Pipeline LLC,≤100
2011179709101228,Planned Parenthood of Illinois,Planned Parenthood of Illinois,≤100
163281721906,Vail Valley Partnership,VAIL VALLEY PARTNERSHIP,≤100
726532390780467,James Spadola for Wilmington,Friends of James Spadola,≤100
180847806007162,Louisiana Free Enterprise Institute - LFEI,Louisiana Free Enterprise Institute,≤100
101750841237552,The Roundup,"PETE FOR AMERICA, INC.",≤100
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,≤100
384336778589668,Defend Our Constitution,COMMON CAUSE,≤100
402120963932260,Counterpoint,Counterpoint,≤100
170309409666124,Bellefontaine Cemetery and Arboretum,Linda Christine Gaal,≤100
115028271899851,Stanislaus County Democratic Party,STANISLAUS COUNTY DEMOCRATIC CENTRAL COMMITTEE STATE,≤100
100702368196273,The Trump Store,Misty Mechelle Mercado,≤100
198892435401,University of Chicago Booth School of Business,These ads ran without a disclaimer,≤100
129624603725463,America's Future Foundation,America's Future Foundation,≤100
1618139668258147,Institute for Liberty,Institute for Liberty,≤100
28074563966,Marcia L. Fudge,Kenneth D Dowell,≤100
106471254097586,Adam Bolaños Scow for Congress,COMMITTEE TO ELECT ADAM BOLANOS SCOW FOR CONGRESS,≤100
396341050418432,WORLD Channel,WGBH WORLD Channel,≤100
615650065599663,Russell Williams for State Representative,Russell Roosevelte Williams,≤100
102722081291866,Washington Ambulance Assocation,Washington Ambulance Association,≤100
743057709443145,Florida Lifestyle,These ads ran without a disclaimer,≤100
101391906600,Live Action News,Live Action News,≤100
130475070381268,Treasurer Michael Frerichs,Illinois Treasurer's Office,≤100
611368759382797,For Life,These ads ran without a disclaimer,≤100
288674528492135,Kofi Nsia-Pepra,Richard Eugene Deubler V,≤100
550622028319900,Headlock Press,These ads ran without a disclaimer,≤100
145791335441530,Melissa Melendez,Melissa Melendez for State Senate 2020,≤100
1438553336457672,Fair Housing Council of Greater San Antonio,SAN ANTONIO FAIR HOUSING COUNCIL INC,≤100
77089038912,PennFuture,CITIZENS FOR PENNSYLVANIA'S FUTURE,≤100
100968601397796,Jackson County Solar,Jackson County Solar,≤100
53541257714,The Arc of the United States,"ARC OF THE UNITED STATES, INC., THE",≤100
113511700171466,Five Borough Jobs Campaign,Five Borough Jobs Campaign,≤100
104704000907113,Herb Schultz for Rock Island County State's Attorney,Friends of Herb Schultz,≤100
466279197281062,Slay The Dragon,Magnolia Pictures,≤100
1402158953360420,"Ben Zeller, Victoria County Judge",Benjamin Lee Zeller,≤100
104473547758440,J. David Hopper for State Representative,James David Hopper,≤100
1845587768818403,Councilman RJ Hawk for State Rep-District 31,Hawk for State Representative,≤100
320246382239622,Second Home Hollywood,These ads ran without a disclaimer,≤100
944846095527869,BOK Financial,BOK Financial,≤100
196382377057315,Learn Our History,Learn Our History,≤100
394317154459785,Jeff Moore For NC House,Jeff Moore For NC House,≤100
6726182861,Mike Pence,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,≤100
399719673396751,Maize Education Foundation,These ads ran without a disclaimer,≤100
549246618935463,Epstein for Supreme Court,Epstein for Supreme Court,≤100
272900417421,Remarkable Families,These ads ran without a disclaimer,≤100
100850364757276,Bruce Kuhn,Benjamin Roy Dorantes,≤100
2425218264216745,Mid-Mo for Bernie Sanders,MID-MO FOR BERNIE,≤100
106790737481410,Taylor Picone for State Representative,Picone For PA,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
984228501766229,Congressman Sean Casten,The Office of U.S. Representative Sean Casten,≤100
91223411833,Medical Teams International,Medical Teams International,≤100
107750470770752,Brandell Adams,Brandell Cortez Adams,≤100
101189381338580,Atlanta Farms Solar Project,Atlanta Farms Solar Project,≤100
2256321067930356,Liberteeclub,libertyteeshop,≤100
100045718345,Joseph Rasch,These ads ran without a disclaimer,≤100
112000150202259,Jeff Hendry for Leon County Commission,Hendry for Leon County,≤100
342718816580257,The World's Big Sleep Out,The World's Big Sleep Out Trust with Facebook Ad Credits,≤100
124966805563833,Robert H. Stansfield for Superior Court Judge,"Committee to Elect Robert H. Stansfield, Inc",≤100
36474716066,Color Of Change,COLOROFCHANGE.ORG,≤100
104075311144231,"Llangrove, Llangarron, Llancloudy and Three Ashes Community",These ads ran without a disclaimer,≤100
186522514710557,Americans for Prosperity -  Florida,AMERICANS FOR PROSPERITY,≤100
103729001178751,Glenn Gustafson for Commissioner,Glenn Harry Gustafson for Commissioner,≤100
108505303942541,Now Hear Me Out Podcast,Now Hear Me Out Podcast,≤100
1484832081831740,Re-Elect Mayor Lucy Vinis,Re-Elect Mayor Lucy Vinis,≤100
483635211648575,Jeffrey Schrier,These ads ran without a disclaimer,≤100
112802796736694,Paul Serwatka & Citizens For A Better Decatur,Decatur Watchdogs - Citizens For a Better Decatur,≤100
30079936984,CWS,"CHURCH WORLD SERVICE, INC.",≤100
108512875350,The Atlas Society,The Atlas Society,≤100
108180596030668,Elizabeth Dole Foundation,Elizabeth Dole Foundation,≤100
100106370072989,Bank of Albuquerque,BOK Financial,≤100
114945639752,Fund for Santa Barbara,These ads ran without a disclaimer,≤100
103075761295528,Miguel Pulido for O.C. Supervisor,Miguel A. Pulido for Supervisor 2020,≤100
130777800271464,Redwood Gospel Mission,REDWOOD GOSPEL MISSIONS INC,≤100
183668204989264,Jobber,These ads ran without a disclaimer,≤100
111148913644701,Local Homeowners Monthly News,Emanuel Thang Mah Nguyen,≤100
106538734236616,Vote Dyer and Alonzo March 3,"Fresno Chamber of Commerce Independent Expenditure Committee, supporting Dyer for Mayor and Alonzo for Council District 4 in 2020",≤100
472749549773159,Keep Abortion Safe,Keep Abortion Safe,≤100
168367339845613,The Humane League,The Humane League,≤100
506760326025846,Easterseals SoCal,"EASTER SEALS SOUTHERN CALIFORNIA, INC.",≤100
101427331441439,Troy Austin for Hendricks County Council,Michael Troy Austin,≤100
1485218291794760,Re-Elect Supervisor Debbie Arnold 2020,Debbie Arnold for Supervisor 2020,≤100
290138361179721,The Female Quotient,These ads ran without a disclaimer,≤100
187990385141270,Dan Buttermann for Assembly,Daniel James Buttermann,≤100
292102007789486,Sonia Nassery Cole Page,These ads ran without a disclaimer,≤100
37567141047,Weston Martinez,Weston Charles Martinez,≤100
1465414660422066,"Townsend, Gebhardt & Eppes, PLLC","Townsend, Gebhardt & Eppes, PLLC",≤100
101053808127961,Lloyd Dabbs for Florida House District 52,"Lloyd Dabbs, Dem. for State Represenative",≤100
431180057018014,Sand Cloud,Sand Cloud,≤100
100183144785309,Danny Barksdale for County Commission,Friends to Elect Danny Barksdale,≤100
170437389362,Maricopa County Democratic Party,Maricopa County Democratic Party,≤100
152065518140304,Wildlife Conservation Society,WILDLIFE CONSERVATION SOCIETY,≤100
111401736911444,The Renegade Investor,These ads ran without a disclaimer,≤100
952072381545976,Crumiller P.C.,Crumiller P.C.,≤100
1146506622164042,Darrell Kelley,These ads ran without a disclaimer,≤100
1660659150840790,Chicago Unheard,Chicago Unheard,≤100
396186994550726,Insurance Matters to Connecticut,"Connecticut Association of Health Plans, Inc.",≤100
1883837055193241,Shield Republic,Shield Republic,≤100
46428009499,The Jewish Agency for Israel,Shiri  Stern,≤100
101845141342289,DEAN for KY Senate,Garrett A Dean,≤100
101630087909361,Mayne for Judge 2020 - Office 5,Mayne for Judge 2020 FPPC 1421597,≤100
133845049915,American Highway Users Alliance,American Highway Users Alliance,≤100
7483836629,Ancestry,Ancestry.com Operations Inc.,≤100
140514575889,AIDT,Jeremy Lockwood Oates,≤100
105888934080383,Lift The Label,Lift The Label,≤100
103974389650244,Amenders for Federal Spending Control,Mark Albert Meier,≤100
100765221381239,Dawn Addis for Assembly,Dawn Addis for Assembly 2020,≤100
262561993766026,Curt Bramble - Utah State Senator,Curt Bramble for State Senate,≤100
108641560699659,Alyssa Bailey for Indiana State Representative District 62,Alyssa Ann Bailey,≤100
108049693995845,Rep Republicans,Rep Republican,≤100
49059279814,Institute for Justice,INSTITUTE FOR JUSTICE,≤100
101039611488359,Better Golden Living,JOCELYN HSU-YU KO,≤100
275908853303174,Pro-Israel America,"Pro-Israel America, Inc.",≤100
49847453309,UC Advocacy Network,University of California,≤100
105695374184003,"Judge Stacey Hydrick, DeKalb County Superior Court","Judge Stacey Hydrick, DeKalb County Superior Court",≤100
1997760340471266,State Representative Angela Witwer,Angela Witwer for State Representative,≤100
442553959494293,Pay Up Climate Polluters,Center for Climate Integrity,≤100
109900587212303,Fix Williamstown Township Roads,Residents to Fix Williamstown Township Roads,≤100
112735922758892,Charlie Kirk,HARPERCOLLINS PUBLISHERS L.L.C.,≤100
112450780222863,Brian DiGrazio for Lee County School Board District 3,Brian Nicholas Digrazio,≤100
111329240265665,Williamsburg James City County Republicans,Williamsburg James City County Republican Committee,≤100
591410131304929,Congressman John Joyce,Congressman John Joyce,≤100
275590149166606,Commissioner Jerry R. Allen,Brandi Lea Jones,≤100
2072089876250719,Backpage Investigation,X Social Media LLC,≤100
7826953993,SXSW,"SXSW, LLC",≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
8607847994,Iraq and Afghanistan Veterans of America,Iraq and Afghanistan Veterans of America,≤100
109592283790226,Judge Angie Juarez Barill for Chief Justice of the 8th Court of Appeals,Angie Barill Campaign,≤100
106729264202165,Mandeville City Manager,Chad B Bordelon,≤100
1737556389685016,Good Money,Good Money,≤100
102619234665360,Rosenquest for Mayor,Christopher Charles Rosenquest,≤100
110319873744405,Re-elect Mayor Linda Hudson,Linda W Hudson,≤100
279256605891946,CalmEffect,"Balance Marketing Group, LLC",≤100
1772204243014546,fillgood.co,Fillgood,≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
116213243098667,Dave Ray for Lake County Engineer,David Ray Ray,≤100
434132686670828,Nick Ficarello for Will County Executive,Citizens for Ficarello,≤100
1487747498217855,Sherry Boston for DeKalb County District Attorney,"Sherry Boston for D.A., Inc.",≤100
15041226930,Oxfam,"OXFAM AMERICA, INC.",≤100
111050053637196,Nigel Lifsey for Long Beach City Council 2020,Nigel Lifsey for LB City Council 2020,≤100
107635070722794,Terry Jones for Hunt County Sheriff,Terry Jones Campaign,≤100
1916820371915605,Beverly McCallum for State Attorney,BEVERLY RENE' MCCALLUM,≤100
100217914886040,Jill Grossman-Belisle for Timnath Mayor,Candidate Committee To Re-Elect Jill Grossman-Belisle For Timnath Mayor,≤100
14413545701,Conservation Law Foundation,"CONSERVATION LAW FOUNDATION, INC.",≤100
500781790066978,Sedera,Alana Marguerite Wong,≤100
463095630924391,US Business Funding,Credox,≤100
105873340834213,Judge Chris Sherer,Committee to Elect Christopher A Sherer,≤100
538477226541042,First Primary Care,First Primary Care,≤100
1290536624348001,Informed Immigrant,FWD.us Education Fund,≤100
2031160120488809,Baldes for Liberty,Baldes for Liberty,≤100
169154906434112,Ball Kirk & Holm PC,BALL KIRK & HOLM PC,≤100
1646140305404745,Thiru for Baltimore,THIRU VIGNARAJAH FOR BALTIMORE,≤100
59512067962,Housing Opportunities Made Equal of Virginia (HOME),"HOUSING OPPORTUNITIES MADE EQUAL OF VIRGINIA, INC",≤100
382325875959554,Paul Adamczyk For Putnam County BOCC District 5,Paul Adamczyk Republican for Putnam County BOCC District 5,≤100
1039701332716228,Pete Buttigieg,"PETE FOR AMERICA, INC.",≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
66799564552,The Idaho Foodbank,"IDAHO FOODBANK WAREHOUSE, INC.",≤100
2318731681689030,Southeast Utility Watch,Energy Media,≤100
32802137652,Keystone Progress,Keystone Progress,≤100
423838051521586,Suzanne Lumpkin for Circuit Judge,Lumpkin Judicial Campaign,≤100
112453903608120,Yes on Measures A & B,"Yes on A&B, Mayor Robert Garcia Committee to Protect Police & Fire and Repair Infrastructure in Long Beach. Committee Major Funding from Long Beach Police Officers Association, Long Beach Firefighters PAC, Local 372",≤100
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,≤100
112308110220008,Emily Norwood For Kaufman County Commissioner Precinct 1,Emily Rebecca Norwood,≤100﻿
372353822835252,Planned Parenthood of Greater Texas,These ads ran without a disclaimer,≤100
493149655523,"Wayne County, Michigan",Wayne County,≤100
130848666099,Business Forward,Business Forward Inc.,≤100
95135221781,Federal News Network,Federal News Network,≤100
348948148522246,MHB - Men Having Babies,"MEN HAVING BABIES, INC.",≤100
101297468108636,Michael Harry Minton for Judge,Citizens for Minton,≤100
280416242501453,Renatus Press,Shawn Henry Potter,≤100
742790559090054,Alex Rowan Foundation,David Rowan,≤100
142620413125564,Alex Dominguez - Your State Representative Dist.37,Alex Dominguez for State Representative,≤100
714650911882329,RSCC,Republican Senate Campaign Committee,≤100
76148007941,Silicon Valley Leadership Group,"SILICON VALLEY LEADERSHIP GROUP, THE",≤100
668195487029243,philipvmcharris,These ads ran without a disclaimer,≤100
1092340954202973,Maya Rockeymoore-Cummings for Congress,Maya Rockeymoore-Cummings for Congress,≤100
128684033879885,Alabama Optometric Association,Kristine Marie Jacobs,≤100
11360325957,UCLA,University of California Los Angeles,≤100
108683323959169,Watercooler Politics,Organize for Justice,≤100
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,≤100
112343553514636,Learn More,Brittney Diane Prieto,≤100
104042187683127,Christy Cauble Davis for Kansas,Christy Cauble Davis for Kansas,≤100
193959547316504,Friendship Shelter,Friendship Shelter,≤100
214109952097486,Keep Bryan Beavers Kaufman County Sheriff,Bryan Wallace Beavers,≤100
136384623072730,The Nature Conservancy in Oregon,Nature Conservancy,≤100
270812746273200,Don Lane,Don Lane for City Council 2020,≤100
174585105913598,Miyoko's,Miyoko's,≤100
271984642948854,Bridges for Justice,Chad for Judge Campaign,≤100
95303709240,Arizona Coalition to End Sexual and Domestic Violence,Arizona Coalition to End Sexual & Domestic Violence. Not authorized by any candidate.,≤100
100144271366765,Ben Van Winkle For Congress,BEN VAN WINKLE FOR CONGRESS,≤100
29770886815,Marijuana Policy Project,Marijuana Policy Project Foundation,≤100
160630887998827,Let Them Live,Nathan Montgomery Berning,≤100
100201718042226,Cory Eli Oshita for Cook County Circuit Judge,Support Cory Eli Oshita for Circuit Court Judge,≤100
132914570126743,Conservation Voters of South Carolina,Conservation Voters of South Carolina,≤100
517015951732633,"United Teachers of Richmond, CTA, NEA",United Teachers of Richmond CTA/NEA,≤100
1669478099957076,State Representative Dan Flynn,Dan Flynn Campaign Fund,≤100
345230922766820,Keep Will Dixon as District Attorney,William James Dixon,≤100
336124860558275,Christine Hill for Assembly,Christine Hill for Assembly,≤100
59254639983,Boston Medical Center,BOSTON MEDICAL CENTER,≤100
1696214110659204,Claremont Proud,Proud Digital Media,≤100
105985737434848,Gerard Moorer,Citizens for Moorer,≤100
108360213956830,Shane Ethridge for Circuit Judge,Ethridge for Circuit Judge Campaign Committee,≤100
185373838220794,Coastal Women's Healthcare,These ads ran without a disclaimer,≤100
110562060347435,Lisa Lee for Legislature,Lee For Legislature,≤100
106816437479170,Dylan Nicholson for Farmington R-7 Board of Education,Dylan Rodney Nicholson,≤100
580580475786931,Annie Oliva for State Senate,ANNIE OLIVA FOR SENATE 2020,≤100
232906983523858,The Philadelphia Citizen,The Philadelphia Citizen,≤100
30139072158,CARE,CARE,≤100
111042343636242,Digital Auto Benefits & Program,Senior Savings Programs,≤100
343175436328856,CA Needs Energy Storage,California Alliance for Renewable Energy Solutions,≤100
600470149973793,San Jose Police Department Recruiting,Brianna Leigh Blackwell,≤100
349584671746059,Living Well,These ads ran without a disclaimer,≤100
142912729123593,Team Adam Hill,Friends of Adam Hill County Supervisor 2020,≤100
122611068879,ACLU of San Diego and Imperial Counties,ACLU of San Diego and Imperial Counties,≤100
358626908250581,CleanEnergy4NJ,Energy Media,≤100
102959891079327,Sean Loloee for City Council 2020,Sean Loloee for City Council 2020,≤100
947007518669446,"Jaime M. Andrade, Jr. for IL 40th District State Representative","Friends of Jaime M. Andrade, Jr.",≤100
108225503981402,Kevin Morris Shelby County Commission,Luke Timothy Camara,≤100
293225127381200,Patriot Depot,The Patriot Depot,≤100
794341680580297,Goodwill Store & Donation Center,These ads ran without a disclaimer,≤100
144880512247034,Macon County Republican Party,Macon County Republican Party,≤100
58433611572,Seventh Generation,Seventh Generation,≤100
339476389840015,Darrin Gamradt For Judge,Darrin Gamradt,≤100
104924144275653,Keep Andrew Wilson - Williamson County Circuit Clerk,Friends of Andrew Wilson,≤100
315721229325685,Jamie Mosser for Kane County,Mosser for Kane County,≤100
104010091135487,R. Brian Cloninger for District Court Judge,Brian Cloninger for Judge,≤100
474628202569962,Rescue:Freedom International,RESCUE: FREEDOM INTERNATIONAL,≤100
2485498344825393,Andrew Rodriguez for Assembly 2020,Andrew Rodriguez for Assembly 2020 ID# 1415241,≤100
739888126349235,Citizens for a Better Parkville,Citizens for a Better Parkville,≤100
109018550604983,Gonzales For Congress,Gonzales for Congress 2020,≤100
175945406507308,Arkansas Overdose Program Don't Run Call 911,University of Arkansas Criminal Justice Institute,≤100
