Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
114371076772585,Andrew Garbarino for Congress,GARBARINO FOR CONGRESS,≤100
105533077672798,Nicaela Chinnaswamy for State Committee,Red Massachusetts Grassroots Action,≤100
78974918911,LaCie,These ads ran without a disclaimer,≤100
245284549333866,ASMDSS,ASMDSS,3224
1385294418360578,Linda Koop,KOOP FOR TEXAS,12135
1687648944868944,Lelecapri,These ads ran without a disclaimer,≤100
1837115116571746,Topic,These ads ran without a disclaimer,119
185753078030,TakeAction Minnesota,TAKE ACTION MINNESOTA,≤100
359511897974458,Dragan Gods light,These ads ran without a disclaimer,≤100
156296274419595,HarperCollins,HARPERCOLLINS PUBLISHERS L.L.C.,316
690487321044876,Good Deed Entertainment,Good Deed Entertainment,≤100
12692955711,Chronicle of Higher Education,"CHRONICLE OF HIGHER EDUCATION, INC. (THE)",929
105410570945384,Hourly News Report,Zia Alexis Marshay Sifford,4373
245236922206217,"Christopher Bates, Jefferson County Constable Pct. 2",Christopher Lynn Bates,487
109332004003756,David’s Blog,Lorenzo Jr Hernandez,≤100
471232603354363,Rideshare2Vote,Sarah Jennifer Kovich,147
519280578407310,Deb Butler - NC House District 18,Elect Deb Butler,≤100
100231511567878,loveoceanswim,These ads ran without a disclaimer,≤100
319874761377983,Daniel Davis Clayton for House District 100,Daniel Davis Clayton Campaign,512
290611681891012,Matt Salka for Commissioner,Matt for County Commissioner,≤100
2123857067900729,Brenda Siegel for Vermont,Brenda For Vermont,≤100
651756855011919,Tono Latino,Tono Latino,≤100
440677226778016,Ira Bershad for DCDP Chair,These ads ran without a disclaimer,≤100
785936231584382,Paula Jean Swearengin,Paula Jean for West Virginia,≤100
340754919866502,Tom Foolery Podcast,Tom Foolery Podcast,≤100
96826022393,Yale Environment 360,Yale Environment 360,≤100
1232504693563411,Clay Ford for District Judge,Clay Ford for District Judge Campaign Committee,≤100
1786285504993680,Precision Metal Art USA,Precision Metal Art,126
256991351079756,Bard Prison Initiative,These ads ran without a disclaimer,≤100
734197643587370,Bitterroot,Bitterroot Media,≤100
104212234455901,भुंडाराम चौधरी बगड़ी सरपंच,These ads ran without a disclaimer,≤100
273242612696824,Fresno County Young Democrats,Fresno County Young Democrats,≤100
207549645977714,Families Belong Together,Families Belong Together,518
277586425611973,Harold Rutledge for Clay County Sheriff,"Harold Rutledge, Republican, for Clay County Sheriff",≤100
1719618084947050,"Senator Ed Harbison, 15th District",Georgia State Senate,≤100
169561162745,The National Wild Turkey Federation,"NATIONAL WILD TURKEY FEDERATION, INC.",≤100
307077029385744,Celebrating America,Dylan Chase Clifton,≤100
104574721149424,Eliza Orlins,Eliza Orlins For New York,≤100
102738607953714,"Vickie Becker, MD for Crawford County Coroner",These ads ran without a disclaimer,≤100
287596385058663,Anthony Brian Logan,Anthony Brian Logan,≤100
108452860659279,The Liberty Star,These ads ran without a disclaimer,656
373236789978622,Speak Up Copperas Cove,James Anderson Jr Pierce,230
1009017322622661,Elect David Hill for MCN Principal Chief,Elect David Hill for MCN Principal Chief,≤100
347533962632937,Common Ground,Common Ground,665
1436129040048603,Lone Candle,Aaron Kurz,≤100
1910099265875753,Our Revolution North Texas,Jeniffer Pamela Ibarra,≤100
1869642819986816,Trump Drinks Pee,These ads ran without a disclaimer,≤100
304516656955161,Team Trump Fan Club,I Love My Freedom,≤100
1232212606817196,Proven,These ads ran without a disclaimer,≤100
282818915836135,Wingnut Rebellion,These ads ran without a disclaimer,≤100
103682110993833,Arctic Refuge Defense Campaign,Alaska Wilderness League,885
108774017315155,Gem Class Podcast,These ads ran without a disclaimer,≤100
105498094333069,Justice For El Paso,Sanford Curtis Cox,1713
120577444748443,Tire 59,These ads ran without a disclaimer,912
103520677807810,Bosisi Designs,These ads ran without a disclaimer,≤100
181031459182805,America First Apparel,These ads ran without a disclaimer,≤100
106516737512825,Dance Like Putin Never Got Trump Elected,These ads ran without a disclaimer,≤100
254943996005,Catholic Answers,These ads ran without a disclaimer,≤100
370074520150686,Simple Health,These ads ran without a disclaimer,124
1050320055029012,Outrider Foundation,OUTRIDER FOUNDATION,344
473227436105637,American Jewish Congress,American Jewish Congress,1548
24499197332,Horizons Foundation,HORIZON FOUNDATION,≤100
2145286202209699,Jonathan Andrew Perez Poetry,These ads ran without a disclaimer,≤100
916305541854377,Marty Norman Live,Thomas Martin Norman,≤100
109992667099270,Elect Curtis Wulf for Constable Smith County Pct. 4,Curtis Wulf for Constable Pct. 4,643
101402821266664,Simon Dwyer for Archer County Sheriff,Simon Dwyer for Archer County Sheriff,1046
479585816133662,Premiu Shopping,These ads ran without a disclaimer,≤100
266627890501435,Dr. Angie Cadena,Anjelita Cadena,≤100
108380923919757,Health Insurance Hero,Health Insurance Hero,521
103893510971054,The Truth Podcast: Question Everything,Richard Ucheabuchi Ojeh,≤100
286349441428856,University of Maine School of Law,These ads ran without a disclaimer,≤100
111293193691611,Shop Trump 2020,Iminder P Singh,716
6024998621,StoryCorps,These ads ran without a disclaimer,≤100
104272657722603,Current Trending topics,These ads ran without a disclaimer,≤100
2263170323965745,Luxe Hydration,These ads ran without a disclaimer,≤100
232201568659,Pacific Justice Institute,Linda Carol Losey,218
272565456712768,Bloomberg Government,These ads ran without a disclaimer,≤100
114380533322296,Asa Palagi for Governor,Asa George Kent Palagi,≤100
461530314600399,Common Sense American Politics,Common Sense American Politics,140
51949171587,Cross International,"CROSS INTERNATIONAL, INC.",1623
1747281215503761,Level records,These ads ran without a disclaimer,≤100
141692255929599,Democratic Socialists of America,DEMOCRATIC SOCIALISTS OF AMERICA INC,295
2181403648815959,America United,America United Daily,299
376290056259773,Unleash Local,"Step Up Louisiana, a project of the Center for Popular Democracy",≤100
1600352356914768,PushBlack,These ads ran without a disclaimer,≤100
148389122486779,"Sex with Spirit, sex coaching with Rachel Alba",These ads ran without a disclaimer,≤100
44705166993,Vote.org,Vote.org,3608
605271956644076,Friends of John Peake for Sheriff,Friends of John Peake for Sheriff,≤100
336470580233523,Pins and Aces Golf Co.,US Craft Brands LLC,1597
454395325397809,Drag Out The Vote,Drag Out The Vote,≤100
224058138586,Greater Fort Lauderdale Alliance,These ads ran without a disclaimer,≤100
107100597472555,Auto Super Saver Program,Luis Enrique Pena,≤100
1385077818484832,Savvy Musician Academy,These ads ran without a disclaimer,≤100
428988477273940,HipHop For President,These ads ran without a disclaimer,≤100
1510006352571305,Terreno em Ervália - MG,These ads ran without a disclaimer,≤100
101672651245783,Honduras Facts,These ads ran without a disclaimer,≤100
164415830340269,Allen-Fairview Chamber,These ads ran without a disclaimer,104
49961993286,The Charlie Daniels Band,The Charlie Daniels Band,≤100
289870965007035,Jason Mrochek for Congress,Jason Donal Mrochek,1405
888074001324733,Akhilesh Kannaujia -samajwadi Party",These ads ran without a disclaimer,≤100
37892661587,JDC,JDC,1135
104094514331789,Elect Paty Baca for Judge of the 346th District Court,Paty Baca Campaign,121
961098240660290,Our Revolution Harris County Chapter,These ads ran without a disclaimer,≤100
104279151108790,Brittanye Morris for Harris County 333rd District Court Judge,Brittanye Morris for 333rd Civil District Court Judge,≤100
109135700546585,Carlos for Congress 2020,Carlos for Congress 2020,≤100
178299885562976,Climate Nexus,Climate Nexus - Rockefeller Philanthropy Advisors Sponsored Project,≤100
110997370400295,Boomtown,These ads ran without a disclaimer,216
101176014673943,Michelle for Kansas,MICHELLE FOR KANSAS,≤100
119613758091624,William Way LGBT Community Center,DirectMail2.0,≤100
482100658584410,We Stand For Energy,We Stand For Energy,≤100
45855729942,Mayor Mohamed T. Khairullah,Friends of Khairullah,≤100
104476371104109,Jeanne Solnordal,These ads ran without a disclaimer,≤100
107981800620723,coolhandjax,These ads ran without a disclaimer,≤100
1612726335627171,We the Internet TV,We the Internet TV,562
1635468506779588,Isupportbobs,These ads ran without a disclaimer,≤100
362747051138,Kurdish Community of America,Muneer Kamal Bradost,≤100
591968597559569,Donald Norcross for Congress,DONALD NORCROSS FOR CONGRESS,≤100
22907478728,Clean Water Action,Clean Water Action,≤100
937269089651960,Victoria Neave for Texas State Representative,Victoria Neave Campaign,178
341311506761306,nurulenation,These ads ran without a disclaimer,≤100
1635399273380089,Lake Travis Fire Fighters PAC,Lake Travis Fire Fighters PAC,260
104014827702461,Jaramillo For Congress TX-17,Samuel Burton Gostomski,539
105090357585788,Caroline Lewis,These ads ran without a disclaimer,≤100
111360327002175,Democra-T,Democra-T,≤100
16900111951,National Organization for Women (NOW),NATIONAL ORGANIZATION FOR WOMEN,≤100
157861707641347,African Diaspora News Channel,These ads ran without a disclaimer,≤100
681626158940626,Mission Roll Call,Americas Warrior Partnership,39252
393895184106727,Ohio Republican PAC,Ohio Republican PAC,≤100
1046730512074361,Tony Amador for Congress,Tony Amador for Congress,≤100
100410854682523,Create barbershop,These ads ran without a disclaimer,≤100
1630392543913378,Derek Manning for Sheriff,Derek Wayne Manning,≤100
216397232833,Penzeys Spices,Penzeys Ltd,30020
196382377057315,Learn Our History,Learn Our History,19395
110097220476191,Mavooy,These ads ran without a disclaimer,≤100
142517033034835,Mona's House,These ads ran without a disclaimer,≤100
861670030686161,Indivisible GA-11,"INDGA11 For a Better GA Super PAC, Inc.",≤100
112072710126314,Heidi Sloan,HEIDI SLOAN COMMITTEE TO ELECT FOR CONGRESS,34552
1401906203153027,Myles Heger,Red Massachusetts Grassroots Action,≤100
102095904731121,America First,These ads ran without a disclaimer,223
927610307291393,Georgette Gómez,Georgette Gomez for Congress,≤100
107254204111612,"Robert Becker for Constable, Fort Bend County Precinct 3",Robert Becker Campaign,396
665392863862381,Beshoy Hanna,These ads ran without a disclaimer,≤100
228289857657160,The Syndrome Mag,These ads ran without a disclaimer,≤100
2177162039078030,Andy Ternay,ANDY TERNAY WANTS YOU TO VOTE FOR THE DEMOCRATIC NOMINEE FOR PRESIDENT IN 2020,≤100
115526603326666,Bernie Brick Builds,These ads ran without a disclaimer,≤100
151052092315417,Natali Hurtado for TX House 126,Natali for Texas,105
104574504250457,Relentless Pursuit,These ads ran without a disclaimer,≤100
138141366212571,Gravis Marketing,GRAVIS MARKETING INC.,190
127101890659098,930 AM The Answer,Salem Media,≤100
116924065002990,Indiana Democratic Party,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,≤100
102940631091081,Magaw for all Children,Victoria Lea Zeller,≤100
100445624824114,The Left VS The Right,These ads ran without a disclaimer,≤100
100594574802591,Lloyd's Ware House,These ads ran without a disclaimer,≤100
111016677048918,Healthy Peoples' Insurance,These ads ran without a disclaimer,≤100
105450817486738,Mmandidesigns.com,Richard Edward Hill,≤100
105044144410490,Hot Gear Trends,SI Technews,2404
130160383680463,The Bob Zadek Show,Charles Ryan Deist,≤100
314499212242,Pfizer,Pfizer Inc.,4778
102023314605670,Unholy Bible Study,Ryan Matthew Byrne,≤100
2406284459692230,Bees4Seas Natural Beeswax Food Wrap,These ads ran without a disclaimer,≤100
105883357518827,Chris Ekstrom,CHRIS EKSTROM FOR CONGRESS,4571
48877348355,National Glaucoma Research,"BRIGHTFOCUS FOUNDATION, INC. A/K/A BRIGHTFOCUS FOUNDATION",≤100
473191156175163,EDF Action,Environmental Defense Action Fund,285
105580134235425,Ramon for Congress,Ramon A Rodriguez,≤100
349600708990084,TOXIN,These ads ran without a disclaimer,≤100
107858693983382,The GOP Shop,The GOP Shop,70394
657343731290262,American Freedom Fighter,American Freedom Fighter,262
101249407908025,AnastasiaHalcomb2020,Anastasia Jove Halcomb,≤100
108047717321058,AJ Thomas 湯艾斯,Amar J Thomas for San Francisco DCCC Member 2020,≤100
319262818587610,Elitearticle,These ads ran without a disclaimer,≤100
113709270193291,Nurses Trust Bernie,VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION,379
665751070556235,Captain Holland Jones for Fort Bend County Sheriff,Holland Jones Democratic-Campaign,3248
515156762174672,The Claude Pepper Center,These ads ran without a disclaimer,≤100
142405795847179,Breathe Project,COMMUNITY FOUNDATION OF GREATER JOHNSTOWN,≤100
105904614258971,East Bay Labor Progressives,These ads ran without a disclaimer,≤100
197052454200,Toyota USA,Toyota Motor North America Inc.,2250
117313799654312,Pete Lozano for Bexar County Sheriff,Pedro Jr Lozano,≤100
177503729664661,President Trump's Tweets: A Historical Archive of President Trump's Tweets,Anthony Michalisko,≤100
143434849036822,"Kryterion, Inc",These ads ran without a disclaimer,≤100
105933777496784,Marquita Bradshaw,MARQUITA BRADSHAW FOR U S SENATE,≤100
103438327698577,Ryan Williams for Denton County Commissioner,Friends of Ryan Williams,3744
117537992552,Voice of Prophecy,"VOICE OF PROPHECY, THE",≤100
103851564652,Waterkeeper Alliance,These ads ran without a disclaimer,≤100
152222811464994,One Arizona,One Arizona,≤100
109492667208772,Neal Richard for Precinct 515 Chair,Neal Richard for Precinct Chair,≤100
103814550973202,SameRain Games,These ads ran without a disclaimer,≤100
689974648047487,Wudwurk,Wudwurk,≤100
79820371749,Ayanna Pressley,THE COMMITTEE TO ELECT AYANNA PRESSLEY,981
402120963932260,Counterpoint,Counterpoint,2584
96710501132,Eurasia Group,These ads ran without a disclaimer,≤100
256760055231702,Beware of B,Beware of B,1405
801964339916055,Commissioner Jesse Gonzalez,Jesse Gonzalez,1067
43780515976,BB King,These ads ran without a disclaimer,≤100
299930056542,Trump International Hotel Las Vegas,These ads ran without a disclaimer,≤100
109697730526271,Vote Vic 2020,VICTOR MANUEL FLORES-MOGUEL,251
183913259142821,Partnership for Oregon Communities,Jobs Political Action Committee,≤100
100172014774891,Huffman for Judge of the 18th District Court,Brent Allen Huffman,915
111106840425314,Wildlife Saver Straws,These ads ran without a disclaimer,≤100
218115858930211,Donna Shalala for Congress,Donna Shalala for Congress,≤100
126996814303890,Alliant Wealth Advisors,These ads ran without a disclaimer,≤100
112347570296487,Vote Judge Frank Castro,Cynthia Alicia Castro,332
141107139364421,Ruben Garcia Tarrant County Constable Precinct 5,Re-Elect Ruben Garcia for Constable Campaign,≤100
139062085972,Illinois Family Institute,"ILLINOIS FAMILY INSTITUTE, THE INC",≤100
106311530887323,FreedomThreads1776,Freedom Threads 1776,≤100
111122217068448,PatriotWear,Brandon Kyle Fink,182
1854233858162748,Lilbabylani,These ads ran without a disclaimer,≤100
130089460343283,Audiostate 55 Entertainment,Henry  Panion,155
115297526678529,Top Reusables,These ads ran without a disclaimer,≤100
100604334807079,Cindy Stephenson for Jasper County Tax Assessor-Collector,Cindy Jo Stephenson,≤100
246655888832648,Attorney Andrew T. Thomas,These ads ran without a disclaimer,161
107406770693701,Chris Henson for Limestone County Sheriff,Christopher Kyle Henson,≤100
216052228433696,Arcus Foundation - Social Justice,ARCUS FOUNDATION,≤100
483627918401705,Cushing for Judge,Cushing for Judge,≤100
259070611384167,Corkscrew Donald,William Gibson Carothers,≤100
17203056985,Partners In Health,Partners In Health,6895
107780840783488,Virgil Ștefan Diaconu,These ads ran without a disclaimer,≤100
223008867858902,American Action News,American Action News,≤100
136071769413,Catholic Pro-Life Community,Katherine Lemee Christy,≤100
386305465057247,Liberty Nation,Liberty Nation,≤100
189789411070083,Jewish Labor Committee,Lawrence Kenneth Lebowitz,≤100
17895249095,Wild & Scenic Film Festival,SOUTH YUBA RIVER CITIZENS LEAGUE,≤100
198296877515470,Switch4Good,Switch4Good,≤100
317687385370096,Stop Repeating History,These ads ran without a disclaimer,≤100
17270171477,NC Conservation Network,NC CONSERVATION NETWORK,≤100
443908256041631,Free the States,Free the States Action Fund,204
407531842699311,Patients' Rights Action Fund,PATIENTS' RIGHTS ACTION FUND,≤100
690092951180197,TacX Pro Gear,These ads ran without a disclaimer,≤100
316332452231211,Voter Opinion Survey,"20-20 Insight, LLC",≤100
392100314619441,Bruno Osif,These ads ran without a disclaimer,≤100
104644534312230,CarbonEven,Wallace Rogers Jr,≤100
1826815567544823,Neeti Sutra,These ads ran without a disclaimer,≤100
107942633898587,Disability Inclusion Society,These ads ran without a disclaimer,≤100
105603194323592,Media Trades,Bowdoin College,≤100
102961254581764,Javier Ubeda,These ads ran without a disclaimer,≤100
110312563826283,SadEarth,Jake Douglas Sanders,≤100
113015293447910,Beat Trump Fund,BIDEN FOR PRESIDENT,≤100
651391902007996,Hot Products For You,Hot Products For You,≤100
113826593350277,Economic Left,Economic Left,≤100
2058612901075444,Melanie Leneghan for Republican State Central Committee,Leneghan for Central Committee,≤100
390269967773497,NASW Hawai'i Chapter,These ads ran without a disclaimer,≤100
2322246614761685,Rob Jones for Congress,ROB JONES FOR CONGRESS,≤100
100241631505892,Boraila07,These ads ran without a disclaimer,≤100
111531370343439,Gil Pagan For Wake County,Gil For Wake,≤100
275908853303174,Pro-Israel America,Pro-Israel America PAC,≤100
103916901051975,Immigration Ally,Walker Gates Vela PLLC,≤100
114287366642290,Chad Johnson for District Judge,Chad Johnson for Judge,730
100653628161920,reginecosmo_powur,These ads ran without a disclaimer,≤100
106508614174511,God Bless the USA,These ads ran without a disclaimer,≤100
101295517956158,Tricia Zunker for Wisconsin,Tricia Zunker for Wisconsin,132
108619027334814,ABC More,Brittney Diane Prieto,≤100
253763991313960,Women's Philanthropy Institute,These ads ran without a disclaimer,≤100
119938779410497,Priorities for the People,DCCC,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,922
209046616332309,Xochitl for Congress,Xochitl for New Mexico,158
101190091412999,समाजवादी पार्टी गोरखपुर  सोशल मीडिया,These ads ran without a disclaimer,≤100
103810967736423,Patriots Base,Patriots Base,≤100
86711894400,National Write Your Congressman,National Write Your Congressman,≤100
179508258738036,American Council of Life Insurers,"AMERICAN COUNCIL OF LIFE INSURERS, INC.",135
1852520761657982,4ocean,4ocean,8098
2321993584737314,The Markin Report,The Markin Report,960
306421250255549,Mike Williams 31ctx,MIKE WILLIAMS FOR CONGRESS,7313
447050295314463,Up Mountain Switchel,These ads ran without a disclaimer,≤100
490178777848433,Consulta de Inmigracion en San Diego,Cruz Law Office APC,≤100
104293237802486,Celio Lang,These ads ran without a disclaimer,≤100
103609757798939,Master Of Finances,Chaoxuan Xiong,≤100
101635981194694,The Arab American Conservative,The Arab American Conservative,≤100
970135269734607,Wayne Orchard - Just a Citizen of McLendon-Chisholm,These ads ran without a disclaimer,≤100
109881580540532,Re-Elect Stacy Choate Tax Assessor-Collector,Stacy Choate,≤100
354253951601784,LiberalResistance,USA Unify Media Inc,≤100
43251814239,Maine Heritage Policy Center,The Maine Heritage Policy Center,≤100
174057765941,Republican Party of Virginia,REPUBLICAN PARTY OF VIRGINIA INC,≤100
107544687455154,Michael Talbott for Rutland City Alderman,Michael P Talbott,≤100
167804823235797,OPEIU - Office and Professional Employees International Union,These ads ran without a disclaimer,≤100
105876520967285,Spirit of Democracy,Spirit of Democracy California,≤100
152002971521619,State Representative Roland Gutierrez,Roland Gutierrez Campaign,24965
103895067776069,Worth Street,Worth Street,≤100
1685882151741283,Miguel Santiago For Assembly,Miguel Santiago for Assembly 2020,≤100
1809008009365853,Donald Trump Smells Like Pee,Into The Garbage Chute,≤100
248332459039038,Dr. Winnie,Nma Obike,≤100
111423516969188,More94,These ads ran without a disclaimer,≤100
2072638396208222,Adam's Nest,These ads ran without a disclaimer,≤100
110327550477501,Justice Los Angeles,Justice Los Angeles PAC,≤100
718597098303273,Rrdragon,These ads ran without a disclaimer,≤100
2256321067930356,Liberteeclub,libertyteeshop,294
106364329441748,Margaret W. Wong & Associates,"WONG, MARGARET W & ASSOCIATES CO LPA (INC)",≤100
386280348647138,"Rebecca Parson for Congress, WA-06",REBECCA PARSON 2020,≤100
303457303971,Hydro Flask,Hydro Flask,1120
245939272100347,Act Locally Waco,Sharron Ashley Thornton,≤100
80841742978,Adirondack Council,ADIRONDACK COUNCIL (INC),≤100
1640078866085844,Jason & Caitlin,These ads ran without a disclaimer,≤100
123214871097848,Make the Connection,the United States Department of Veterans Affairs,750
2062802910474026,Global Optimism,Clay Michael Carnill,157
235657023524880,Jmeme,These ads ran without a disclaimer,≤100
110080123867858,Joseph Cho for State Senate,Joseph Cho for State Senate,141
573367726328714,Amazing Cosmos,Meer Sakhawat Hossain,≤100
101329551310892,Wearing It Well,Kenneth David Perschetz,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",3976
304624570351,Interac Group,These ads ran without a disclaimer,≤100
2294357790627745,Steve Hendrix for Van Zandt County Sheriff,Stephen Dwayne Hendrix,150
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,1748
1641305029227289,Jessie's Harvest House,These ads ran without a disclaimer,≤100
951706621519703,Stilt,These ads ran without a disclaimer,≤100
138188286726421,Steve Riddell for Texas House District 92,Steve Riddell for Texas 92,1712
106475367593987,Both Barrels Podcast,These ads ran without a disclaimer,≤100
919115438185820,George J. Chanos,George Chanos Chanos,≤100
147103752119636,UNCF,"United Negro College Fund, Inc.",339
123778085411,American Society of Radiologic Technologists,These ads ran without a disclaimer,≤100
98894532233,Partnership for Safe Medicines,PARTNERSHIP FOR SAFE MEDICINES INC,1212
296764627005582,Greg Hill For Congress,GREG HILL FOR CONGRESS,14297
104965176216080,Equality Virginia,EQUALITY VIRGINIA,≤100
326628310691997,Immanuel Temple Fellowship,Michael David Anderson,≤100
110538093732020,Wayward Sheep,These ads ran without a disclaimer,≤100
114975389535,TAN Books,These ads ran without a disclaimer,≤100
101025911346235,The New P-Bus: A Campaign for Change,These ads ran without a disclaimer,≤100
278478315828826,CNN Original Series,These ads ran without a disclaimer,119
392707760768175,Official Sagi Kalev,These ads ran without a disclaimer,≤100
142988933048873,Signs On The Cheap,These ads ran without a disclaimer,≤100
328536134533302,Timothy McMahan King,Timothy M King,≤100
72458613201,Earth Shoes,These ads ran without a disclaimer,≤100
718029401925471,Joe Drago for Texas House District 96,Joe Drago for Texas House District 96,154
102859494528787,Super Savings Today,Leonard Samuel Maggio Jr,≤100
113157907700,National League of Cities,National League of Cities,151
141334469821599,Shelby Slawson for Texas,Slawson For Texas,10233
105906830934215,Bernie Sanders 2020 T-Shirts & Merchandise Store Page,bernie2020merchandise.com,≤100
966291493450461,Mick Rich,MICK RICH 2020,≤100
981661448510937,Meraki Journey,Meraki Bracelets,115
134498556891640,Val Demings,VAL DEMINGS FOR CONGRESS,237
321052832139377,David Cook for Supervisor 2020,David Christopher Cook,≤100
316622191804157,UTK,Wendell Nelson,≤100
293521930164,Planned Parenthood Votes New Mexico,Planned Parenthood Votes New Mexico,≤100
103477517898339,Lilian Rodríguez,These ads ran without a disclaimer,≤100
87110919728,Rise Against Hunger,"RISE AGAINST HUNGER, INC.",102
48740660913,Quirk Books,Quirk Books,194
101922037868929,Wise Wallet,Christopher Merrill,183
104327247018686,Patricia A. Barrera,These ads ran without a disclaimer,≤100
171298642933785,Partners for Progressive Israel,PARTNERS FOR PROGRESSIVE ISRAEL,≤100
631570717331198,Working to Fight AMR,BIOTECHNOLOGY INNOVATION ORGANIZATION,≤100
545775132233909,The Late Show with Stephen Colbert,These ads ran without a disclaimer,102
44951363957,American Enterprise Institute,American Enterprise Institute,≤100
734391880235305,Citizens PAC,Citizens PAC,≤100
205459256713452,"David W. Brown for Harris County Department of Education, Pos. 7, At-Large",David Wayne Brown,190
388475271497575,The Trump Revolution,Dora Louise Collier,517
107424283960183,Conepalt,These ads ran without a disclaimer,≤100
2335428506707414,Wild & Beguiled,Ivy Marie Guild,≤100
131839296871965,Tkiyet Um Ali تكية ام علي,These ads ran without a disclaimer,≤100
105006794374984,The Modern American,The Modern American,970
169259366575532,Hitachi U.S.A,These ads ran without a disclaimer,≤100
240521399329747,La Prensa De Houston,These ads ran without a disclaimer,149
51944927864,San Diego County Taxpayers Association,San Diego County Taxpayers Association PAC,170
427894490587758,Democrats Need to Vote,Democrats Need to Vote,≤100
289213691238937,Thrasher Coffee,These ads ran without a disclaimer,≤100
351787465744580,Mikel Crump,These ads ran without a disclaimer,≤100
60865633726,Love Justice International,TINY HANDS INTERNATIONAL,922
112619480223651,CARLY,Carly Alexis Myers,≤100
654357218370560,Advantage tee shirts,Philip Anthony Maxwell,≤100
1945237355733646,Giving Brush,Giving Brush LLC,700
135517496468893,Madison Gas and Electric,MADISON GAS AND ELECTRIC COMPANY,≤100
55272522353,Animal Rescue League of Iowa,"Animal Rescue League of Iowa, Inc.",≤100
325823637822068,Alamo City Consultants,These ads ran without a disclaimer,≤100
198454957640034,Wes Sherrod -  Saline County Board member,John W Sherrod,≤100
79556849493,Southwestern Electric Power Company - SWEPCO,These ads ran without a disclaimer,224
136651089756269,Stonewall Democratic Club,Stonewall Democratic Club,≤100
101930141413788,African Amercans for a Better Winston-Salem,African Amercans for a Better Winston-Salem,≤100
106369924180611,David Morrison for Precinct Chair,David Lee Morrison,≤100
113828763508018,TeflonDon2020,Joseph W Klaudi Jr,≤100
2037938779622595,Tina Arias Miller for Democratic Party OC Central Committee - AD 68th Dist.,"Tina Arias Miller Central Committee, AD68 Democratic Party, FPPC#1424994",≤100
205395906412,UAW International Union,These ads ran without a disclaimer,≤100
108023567395662,"Janet Leombruno, State Committeewoman",Red Massachusetts Grassroots Action,≤100
276356429949779,Utah for Pete Buttigieg,Jade James Velazquez,≤100
112377343499621,United States of Bernie,Jamie Lee Smith,≤100
238235297114826,Three Branch Bobbleheads,Evan Benjamin Berger,≤100
1791097094486498,Musings,Musings Magazine,≤100
109208710567853,"El Regidor del Pueblo,  JUAN MARTE, 20-20",These ads ran without a disclaimer,≤100
1806803649541486,Post-Oil Technology,Post-Oil Technology,≤100
755175814541555,Law Office of Fernando Dubove - Immigration Attorney in Dallas,Law Office of Fernando Dubove,2033
100311654830844,Re-Elect Russell Malm,Russell Wayne Malm,391
49733241765,Citizens for Responsibility and Ethics in Washington (CREW),"CITIZENS FOR RESPONSIBILITY AND ETHICS IN WASHINGTON, INC",154
102407931227094,Carl Creasman Campaign,Creasman for Commissioner,≤100
461412130644790,Momentitiousness,Jason Peter Leclerc,≤100
288110884600563,Lean In,These ads ran without a disclaimer,≤100
210045575783,DefenderNetwork.com,These ads ran without a disclaimer,≤100
10766391539,POZ Magazine,"CDM PUBLISHING, LLC",119
108168444004018,"Christopher Chaney for Uvalde County Constable, Precinct 3",Christopher Kyle Chaney,≤100
130025717077175,The Orangutan Project,These ads ran without a disclaimer,176
1632866270065962,Jewish Democratic Council of America,Jewish Democratic Council of America,282
350709009112396,Whitney Larkin for JISD and Community,These ads ran without a disclaimer,≤100
1571453109770170,Reclaim The American Dream,Reclaim The American Dream,≤100
139062006143526,End The GOP,Richard Neely,≤100
28483858161,Empower Texans,These ads ran without a disclaimer,≤100
101183871436177,Revolutionary Socialists for Bernie,John Douglas Beacham,≤100
106751606054366,Burlap Wolf King,These ads ran without a disclaimer,≤100
1297437463649811,by Humankind,These ads ran without a disclaimer,≤100
113819843492581,Somos Votantes Action,EQUISLABS,2022
399672514235336,Floyd McLendon for TX-32,Floyd McLendon for Congress,10693
107352137347376,Re-Elect Shirley Johnson,Shirley Johnson For Delray Beach City Commission,≤100
147920591902934,Sourcebooks,These ads ran without a disclaimer,≤100
2165033263562280,Chubby Dj Productions,These ads ran without a disclaimer,≤100
100272374850052,Erica Kasraie,These ads ran without a disclaimer,≤100
109254143796133,Mayra Flores,These ads ran without a disclaimer,≤100
1155265354651667,Crafty Mom Designs,These ads ran without a disclaimer,≤100
11360325957,UCLA,University of California Los Angeles,424
629650103800375,UrthPact,UrthPact,≤100
103412584560743,Doug Turner Candidate Bay of Islands-Whangaroa Community Board,These ads ran without a disclaimer,≤100
56780242206,Agros International,Sierra Hana Golden,≤100
112552906782582,ED JONES METAL,These ads ran without a disclaimer,≤100
626657917504969,Nazeera LLC,Nazeera LLC,≤100
103221163140989,Pet Partners,Pet Partners,769
148942695133440,Northern Plains Resource Council,NORTHERN PLAINS RESOURCE COUNCIL,≤100
